player,aces,bk_pts,bp_saved,crosscourt,deep,dfs,down_middle,down_the_line,err_deep,err_net,err_wide,err_wide_deep,first_aces,first_forced,first_in,first_pts,first_pts_won,first_unret,first_won,first_won_lte_3_shots,forced_err,in_play,in_play_won,induced_forced,inside_in,inside_out,net_pts,net_unforced,net_winner,passed_at_net,passing_shot_induced_forced,pt_ending,pts,pts_won,pts_won_lte_3_shots,return_forced,return_pts,return_pts_won,returnable,returnable_won,second_aces,second_forced,second_in,second_pts,second_pts_won,second_unret,second_won,second_won_lte_3_shots,serve_pts,serve_return,shallow,shots,shots_in_pts_lost,shots_in_pts_won,snv_pts,total_shots,unforced,unforced_bh,unforced_fh,unret,very_deep,winners,winners_bh,winners_fh
Alexander_Zverev,2659.0,728.0,432.0,11114.0,13857.0,1035.0,6566.0,3032.0,455.0,378.0,203.0,28.0,1276.0,2259.0,15763.0,9457.0,7009.0,171.0,4674.0,4534.0,2442.0,25206.0,11720.0,6163.0,412.0,3480.0,3796.0,398.0,1842.0,646.0,304.0,21445.0,49090.0,27409.0,5332.0,894.0,9578.0,3294.0,49114.0,11720.0,39.0,183.0,3272.0,4908.0,2415.0,9.0,1610.0,798.0,9578.0,19558.0,5322.0,112151.0,56159.0,55992.0,4976.0,204817.0,14269.0,1286.0,1630.0,264.0,5303.0,9950.0,738.0,1340.0
Leonardo_Mayer,231.0,60.0,36.0,968.0,1121.0,110.0,636.0,226.0,140.0,68.0,28.0,7.0,108.0,321.0,1778.0,1066.0,777.0,0.0,518.0,525.0,342.0,2648.0,1225.0,688.0,68.0,294.0,252.0,62.0,96.0,54.0,28.0,2487.0,5544.0,2941.0,654.0,132.0,1100.0,360.0,5514.0,1225.0,3.0,21.0,388.0,582.0,333.0,0.0,222.0,129.0,1100.0,2221.0,376.0,10309.0,5216.0,5093.0,648.0,18151.0,1865.0,156.0,208.0,0.0,369.0,982.0,66.0,140.0
Damir_Dzumhur,185.0,132.0,74.0,2658.0,3122.0,110.0,1450.0,804.0,84.0,84.0,77.0,0.0,87.0,297.0,2540.0,1524.0,1014.0,18.0,676.0,495.0,327.0,4810.0,2339.0,1080.0,82.0,790.0,826.0,96.0,344.0,144.0,90.0,3990.0,8372.0,4931.0,639.0,156.0,1568.0,608.0,9384.0,2339.0,0.0,30.0,552.0,828.0,426.0,0.0,284.0,144.0,1568.0,3686.0,894.0,25608.0,12929.0,12679.0,906.0,46687.0,2981.0,326.0,292.0,18.0,1162.0,1499.0,146.0,200.0
Adrian_Mannarino,327.0,162.0,92.0,2706.0,2632.0,100.0,1126.0,624.0,70.0,77.0,49.0,14.0,168.0,288.0,2295.0,1377.0,912.0,15.0,608.0,534.0,336.0,4260.0,2295.0,1013.0,54.0,570.0,376.0,52.0,118.0,68.0,16.0,3609.0,7829.0,4169.0,708.0,66.0,1484.0,592.0,8299.0,2295.0,9.0,48.0,566.0,849.0,426.0,3.0,284.0,174.0,1484.0,3266.0,945.0,21910.0,10944.0,10966.0,444.0,35394.0,2585.0,230.0,302.0,22.0,1064.0,1423.0,96.0,192.0
Juan_Carlos_Saez,20.0,14.0,2.0,142.0,259.0,0.0,106.0,28.0,0.0,7.0,7.0,0.0,12.0,21.0,185.0,111.0,66.0,0.0,44.0,42.0,21.0,412.0,223.0,61.0,18.0,70.0,68.0,10.0,22.0,8.0,8.0,340.0,684.0,373.0,48.0,0.0,126.0,54.0,790.0,223.0,0.0,0.0,52.0,78.0,42.0,0.0,28.0,6.0,126.0,310.0,91.0,1670.0,849.0,821.0,0.0,2800.0,277.0,24.0,36.0,0.0,84.0,124.0,4.0,24.0
Marin_Cilic,1111.0,374.0,254.0,4418.0,7344.0,360.0,2174.0,1320.0,203.0,182.0,168.0,7.0,525.0,906.0,6420.0,3852.0,2868.0,75.0,1912.0,1890.0,1002.0,11251.0,5385.0,2745.0,226.0,1258.0,1334.0,160.0,738.0,222.0,52.0,9581.0,21422.0,12126.0,2328.0,426.0,4114.0,1444.0,21961.0,5385.0,6.0,96.0,1546.0,2319.0,1137.0,0.0,758.0,438.0,4114.0,8680.0,2138.0,43774.0,21788.0,21986.0,2570.0,82756.0,6213.0,586.0,668.0,109.0,2476.0,4584.0,278.0,668.0
Yannick_Mertens,30.0,12.0,6.0,182.0,343.0,10.0,132.0,34.0,28.0,7.0,7.0,0.0,18.0,51.0,300.0,180.0,120.0,0.0,80.0,81.0,63.0,562.0,287.0,115.0,8.0,46.0,38.0,0.0,22.0,4.0,0.0,492.0,1089.0,521.0,120.0,0.0,204.0,72.0,1115.0,287.0,0.0,12.0,84.0,126.0,78.0,0.0,52.0,39.0,204.0,432.0,126.0,1857.0,938.0,919.0,0.0,3008.0,372.0,42.0,32.0,0.0,182.0,208.0,8.0,34.0
Farrukh_Dustov,119.0,24.0,10.0,222.0,518.0,30.0,142.0,40.0,0.0,7.0,0.0,0.0,51.0,123.0,610.0,366.0,276.0,0.0,184.0,198.0,147.0,868.0,439.0,177.0,8.0,74.0,138.0,14.0,64.0,36.0,12.0,696.0,1843.0,1132.0,237.0,98.0,356.0,118.0,1617.0,439.0,0.0,24.0,112.0,168.0,81.0,0.0,54.0,39.0,356.0,630.0,210.0,2477.0,1194.0,1283.0,344.0,5758.0,363.0,30.0,48.0,0.0,203.0,429.0,36.0,52.0
Liang_Chi_Huang,37.0,16.0,6.0,176.0,224.0,15.0,112.0,36.0,0.0,0.0,0.0,0.0,21.0,27.0,185.0,111.0,87.0,0.0,58.0,60.0,30.0,364.0,190.0,96.0,4.0,52.0,32.0,0.0,22.0,4.0,10.0,300.0,664.0,349.0,69.0,4.0,128.0,52.0,672.0,190.0,0.0,3.0,54.0,81.0,27.0,0.0,18.0,9.0,128.0,261.0,84.0,1618.0,783.0,835.0,60.0,2868.0,139.0,10.0,20.0,0.0,84.0,145.0,10.0,20.0
Alejandro_Falla,215.0,70.0,40.0,874.0,1442.0,55.0,412.0,346.0,28.0,70.0,21.0,0.0,93.0,234.0,1405.0,843.0,627.0,0.0,418.0,408.0,270.0,2470.0,1235.0,592.0,32.0,228.0,442.0,72.0,222.0,82.0,32.0,2069.0,4735.0,2903.0,528.0,154.0,900.0,322.0,4811.0,1235.0,0.0,36.0,338.0,507.0,240.0,0.0,160.0,120.0,900.0,1903.0,633.0,9175.0,4552.0,4623.0,748.0,19068.0,1310.0,124.0,144.0,0.0,490.0,1042.0,80.0,136.0
Darian_King,20.0,22.0,14.0,362.0,392.0,30.0,204.0,122.0,0.0,0.0,0.0,0.0,12.0,39.0,370.0,222.0,147.0,24.0,98.0,81.0,54.0,646.0,359.0,86.0,4.0,106.0,56.0,0.0,30.0,18.0,0.0,520.0,1185.0,599.0,99.0,0.0,228.0,96.0,1183.0,359.0,0.0,15.0,80.0,120.0,51.0,3.0,34.0,18.0,228.0,456.0,133.0,3351.0,1676.0,1675.0,0.0,5146.0,371.0,34.0,46.0,27.0,238.0,237.0,18.0,32.0
Scott_Griekspoor,17.0,24.0,12.0,314.0,280.0,20.0,192.0,32.0,7.0,7.0,0.0,0.0,9.0,57.0,290.0,174.0,105.0,0.0,70.0,72.0,63.0,466.0,268.0,77.0,2.0,64.0,44.0,16.0,10.0,16.0,0.0,379.0,904.0,476.0,90.0,14.0,172.0,72.0,886.0,268.0,0.0,6.0,56.0,84.0,45.0,0.0,30.0,18.0,172.0,345.0,105.0,2479.0,1242.0,1237.0,76.0,4136.0,297.0,30.0,34.0,0.0,133.0,158.0,14.0,18.0
Tennys_Sandgren,640.0,210.0,150.0,2358.0,3633.0,220.0,1106.0,538.0,77.0,105.0,42.0,0.0,297.0,450.0,3510.0,2106.0,1530.0,39.0,1020.0,939.0,549.0,6208.0,2968.0,1544.0,134.0,636.0,1122.0,234.0,482.0,208.0,92.0,5086.0,11771.0,6839.0,1197.0,244.0,2276.0,810.0,11975.0,2968.0,15.0,99.0,872.0,1308.0,669.0,6.0,446.0,258.0,2276.0,4745.0,1412.0,23553.0,11721.0,11832.0,1392.0,46481.0,3227.0,306.0,366.0,55.0,1274.0,2532.0,208.0,316.0
Mackenzie_Mcdonald,141.0,112.0,72.0,1016.0,2471.0,120.0,1170.0,242.0,0.0,63.0,0.0,7.0,60.0,240.0,1955.0,1173.0,867.0,81.0,578.0,468.0,315.0,3746.0,1742.0,1181.0,20.0,452.0,616.0,80.0,254.0,136.0,34.0,3049.0,6736.0,3954.0,603.0,144.0,1274.0,462.0,7020.0,1742.0,9.0,75.0,492.0,738.0,351.0,0.0,234.0,135.0,1274.0,2743.0,649.0,13501.0,6687.0,6814.0,830.0,27047.0,1782.0,148.0,228.0,119.0,1162.0,1306.0,92.0,174.0
Sanam_Singh,40.0,8.0,0.0,88.0,273.0,20.0,78.0,26.0,7.0,14.0,0.0,0.0,18.0,39.0,240.0,144.0,108.0,0.0,72.0,63.0,60.0,431.0,224.0,184.0,0.0,42.0,108.0,2.0,40.0,12.0,10.0,349.0,881.0,538.0,93.0,22.0,170.0,62.0,837.0,224.0,0.0,21.0,74.0,111.0,54.0,0.0,36.0,30.0,170.0,321.0,91.0,1245.0,597.0,648.0,74.0,2912.0,201.0,26.0,14.0,0.0,105.0,147.0,16.0,14.0
Ruben_Ramirez_Hidalgo,30.0,26.0,14.0,486.0,455.0,35.0,316.0,74.0,0.0,21.0,0.0,0.0,18.0,21.0,230.0,138.0,72.0,0.0,48.0,57.0,21.0,715.0,360.0,187.0,10.0,96.0,44.0,4.0,16.0,4.0,8.0,609.0,1149.0,572.0,69.0,0.0,218.0,100.0,1359.0,360.0,0.0,0.0,126.0,189.0,105.0,0.0,70.0,12.0,218.0,532.0,147.0,3989.0,1980.0,2009.0,0.0,5744.0,383.0,40.0,38.0,0.0,189.0,224.0,16.0,32.0
Carlos_Eduardo_Severino,40.0,34.0,24.0,496.0,504.0,35.0,260.0,116.0,0.0,21.0,0.0,0.0,15.0,30.0,300.0,180.0,111.0,0.0,74.0,54.0,30.0,726.0,361.0,140.0,16.0,118.0,48.0,6.0,28.0,10.0,0.0,604.0,1193.0,657.0,75.0,10.0,226.0,100.0,1377.0,361.0,3.0,0.0,106.0,159.0,78.0,0.0,52.0,21.0,226.0,536.0,105.0,4105.0,2079.0,2026.0,96.0,6639.0,491.0,62.0,40.0,0.0,210.0,193.0,20.0,18.0
Ernests_Gulbis,468.0,68.0,42.0,998.0,1673.0,150.0,666.0,260.0,35.0,112.0,42.0,7.0,216.0,255.0,1760.0,1056.0,834.0,15.0,556.0,585.0,327.0,2849.0,1310.0,543.0,26.0,316.0,318.0,64.0,162.0,48.0,12.0,2480.0,6083.0,3211.0,783.0,116.0,1204.0,378.0,5713.0,1310.0,18.0,72.0,500.0,750.0,405.0,3.0,270.0,198.0,1204.0,2260.0,743.0,10982.0,5633.0,5349.0,568.0,20251.0,2075.0,180.0,236.0,24.0,511.0,1023.0,76.0,122.0
Christopher_Oconnell,40.0,16.0,6.0,152.0,301.0,35.0,78.0,32.0,0.0,0.0,0.0,0.0,24.0,33.0,240.0,144.0,96.0,0.0,64.0,60.0,45.0,467.0,257.0,158.0,10.0,42.0,36.0,2.0,14.0,4.0,4.0,377.0,877.0,434.0,72.0,0.0,172.0,76.0,859.0,257.0,0.0,12.0,76.0,114.0,48.0,0.0,32.0,12.0,172.0,324.0,91.0,1439.0,680.0,759.0,0.0,2432.0,194.0,10.0,30.0,0.0,133.0,144.0,12.0,16.0
Hunter_Reese,28.0,14.0,4.0,114.0,273.0,0.0,162.0,36.0,7.0,0.0,0.0,0.0,12.0,42.0,265.0,159.0,99.0,0.0,66.0,63.0,54.0,478.0,297.0,94.0,0.0,42.0,136.0,22.0,50.0,18.0,8.0,364.0,874.0,576.0,78.0,22.0,162.0,72.0,898.0,297.0,0.0,12.0,56.0,84.0,36.0,0.0,24.0,15.0,162.0,347.0,133.0,1785.0,858.0,927.0,76.0,3768.0,201.0,16.0,30.0,0.0,98.0,263.0,16.0,34.0
Yuichi_Ito,12.0,20.0,10.0,242.0,357.0,20.0,156.0,60.0,0.0,0.0,0.0,0.0,6.0,33.0,220.0,132.0,81.0,0.0,54.0,39.0,36.0,526.0,269.0,173.0,4.0,56.0,74.0,4.0,32.0,18.0,16.0,415.0,867.0,482.0,45.0,8.0,162.0,72.0,967.0,269.0,0.0,3.0,74.0,111.0,54.0,0.0,36.0,6.0,162.0,371.0,84.0,2288.0,1122.0,1166.0,68.0,4059.0,231.0,20.0,30.0,0.0,154.0,123.0,8.0,22.0
Konstantin_Kravchuk,151.0,92.0,52.0,744.0,1281.0,65.0,328.0,210.0,14.0,0.0,0.0,7.0,66.0,210.0,1125.0,675.0,459.0,0.0,306.0,318.0,303.0,2021.0,1120.0,479.0,34.0,222.0,238.0,64.0,70.0,58.0,0.0,1626.0,4026.0,2227.0,447.0,114.0,766.0,294.0,3764.0,1120.0,3.0,93.0,316.0,474.0,249.0,0.0,166.0,129.0,766.0,1451.0,420.0,7127.0,3525.0,3602.0,354.0,13241.0,1091.0,112.0,128.0,0.0,539.0,613.0,52.0,72.0
Gavin_Van_Peperzeel,41.0,10.0,4.0,118.0,259.0,25.0,80.0,16.0,7.0,7.0,0.0,0.0,18.0,60.0,315.0,189.0,138.0,0.0,92.0,108.0,75.0,489.0,222.0,143.0,2.0,38.0,74.0,16.0,44.0,8.0,0.0,390.0,1015.0,534.0,138.0,22.0,198.0,64.0,937.0,222.0,3.0,15.0,72.0,108.0,63.0,0.0,42.0,30.0,198.0,365.0,154.0,1372.0,651.0,721.0,96.0,2852.0,183.0,16.0,22.0,0.0,70.0,223.0,12.0,34.0
Illya_Marchenko,84.0,34.0,24.0,434.0,735.0,15.0,262.0,126.0,21.0,14.0,21.0,0.0,48.0,105.0,705.0,423.0,318.0,9.0,212.0,186.0,129.0,1215.0,607.0,270.0,26.0,136.0,132.0,12.0,46.0,16.0,10.0,1022.0,2332.0,1206.0,240.0,22.0,438.0,150.0,2342.0,607.0,0.0,24.0,156.0,234.0,114.0,3.0,76.0,54.0,438.0,906.0,259.0,4506.0,2286.0,2220.0,100.0,7950.0,788.0,62.0,102.0,16.0,406.0,386.0,24.0,48.0
Igor_Sijsling,135.0,28.0,14.0,240.0,469.0,5.0,108.0,94.0,0.0,14.0,0.0,0.0,60.0,81.0,545.0,327.0,231.0,0.0,154.0,159.0,99.0,857.0,503.0,202.0,14.0,84.0,156.0,16.0,48.0,34.0,24.0,688.0,1707.0,993.0,198.0,36.0,326.0,124.0,1613.0,503.0,9.0,18.0,108.0,162.0,72.0,0.0,48.0,39.0,326.0,632.0,259.0,2728.0,1293.0,1435.0,176.0,5601.0,354.0,28.0,50.0,0.0,175.0,412.0,32.0,46.0
Kyle_Edmund,432.0,102.0,62.0,820.0,1715.0,150.0,484.0,198.0,91.0,56.0,56.0,0.0,189.0,204.0,1670.0,1002.0,747.0,15.0,498.0,513.0,264.0,2959.0,1432.0,689.0,130.0,484.0,312.0,28.0,174.0,46.0,24.0,2550.0,5887.0,3325.0,678.0,136.0,1152.0,406.0,5890.0,1432.0,3.0,60.0,484.0,726.0,372.0,0.0,248.0,165.0,1152.0,2333.0,714.0,10306.0,5162.0,5144.0,782.0,20209.0,1798.0,172.0,182.0,19.0,714.0,1167.0,90.0,148.0
Francis_Tiafoe,862.0,208.0,136.0,2780.0,4276.0,140.0,1102.0,678.0,91.0,98.0,56.0,0.0,408.0,555.0,4050.0,2430.0,1803.0,48.0,1202.0,1200.0,645.0,6729.0,3326.0,1608.0,108.0,680.0,1148.0,232.0,518.0,168.0,40.0,5567.0,13069.0,7451.0,1449.0,258.0,2504.0,858.0,12922.0,3326.0,18.0,90.0,884.0,1326.0,666.0,3.0,444.0,249.0,2504.0,5093.0,1438.0,25342.0,12632.0,12710.0,1316.0,48669.0,3679.0,338.0,438.0,77.0,1725.0,2717.0,196.0,332.0
Hyeon_Chung,268.0,100.0,52.0,1140.0,1974.0,110.0,904.0,262.0,35.0,49.0,49.0,7.0,123.0,153.0,1535.0,921.0,612.0,36.0,408.0,372.0,201.0,3183.0,1635.0,727.0,36.0,368.0,368.0,40.0,164.0,34.0,32.0,2687.0,5754.0,3074.0,528.0,18.0,1100.0,434.0,6142.0,1635.0,15.0,48.0,486.0,729.0,387.0,0.0,258.0,156.0,1100.0,2417.0,642.0,12472.0,6298.0,6174.0,220.0,20767.0,2021.0,194.0,222.0,46.0,910.0,1071.0,68.0,140.0
Paolo_Lorenzi,411.0,66.0,42.0,1174.0,1962.0,100.0,678.0,412.0,98.0,96.0,77.0,7.0,195.0,216.0,1838.0,1102.0,880.0,18.0,588.0,555.0,228.0,3172.0,1361.0,777.0,32.0,378.0,548.0,52.0,304.0,70.0,16.0,2711.0,6161.0,3617.0,732.0,118.0,1192.0,370.0,6416.0,1361.0,6.0,12.0,456.0,684.0,351.0,0.0,234.0,177.0,1192.0,2520.0,630.0,12979.0,6483.0,6496.0,854.0,26300.0,1714.0,152.0,174.0,28.0,827.0,1601.0,132.0,202.0
Gilles_Muller,78.0,16.0,14.0,198.0,371.0,20.0,136.0,108.0,14.0,7.0,7.0,0.0,36.0,60.0,475.0,285.0,228.0,9.0,152.0,135.0,75.0,772.0,305.0,171.0,12.0,78.0,128.0,18.0,78.0,26.0,8.0,636.0,1494.0,815.0,168.0,18.0,290.0,82.0,1500.0,305.0,0.0,15.0,100.0,150.0,84.0,3.0,56.0,33.0,290.0,600.0,182.0,2694.0,1368.0,1326.0,150.0,5252.0,393.0,48.0,34.0,14.0,147.0,338.0,28.0,48.0
Jordan_Thompson,85.0,48.0,36.0,556.0,686.0,15.0,314.0,184.0,28.0,21.0,35.0,14.0,45.0,144.0,695.0,417.0,312.0,0.0,208.0,201.0,153.0,1207.0,613.0,386.0,32.0,218.0,192.0,14.0,80.0,12.0,8.0,1042.0,2424.0,1300.0,261.0,32.0,456.0,152.0,2418.0,613.0,0.0,9.0,178.0,267.0,144.0,0.0,96.0,60.0,456.0,954.0,315.0,5824.0,2920.0,2904.0,138.0,10123.0,739.0,64.0,82.0,0.0,343.0,364.0,28.0,50.0
Adam_Pavlasek,106.0,50.0,38.0,388.0,728.0,25.0,210.0,106.0,28.0,42.0,7.0,0.0,54.0,87.0,640.0,384.0,273.0,0.0,182.0,183.0,108.0,1204.0,571.0,284.0,34.0,146.0,222.0,34.0,76.0,50.0,24.0,1037.0,2276.0,1274.0,246.0,26.0,432.0,148.0,2380.0,571.0,0.0,21.0,176.0,264.0,153.0,0.0,102.0,63.0,432.0,942.0,294.0,4312.0,2201.0,2111.0,210.0,8493.0,793.0,80.0,82.0,0.0,252.0,421.0,22.0,62.0
Vincent_Millot,68.0,24.0,14.0,254.0,350.0,10.0,136.0,92.0,0.0,7.0,0.0,0.0,30.0,60.0,330.0,198.0,150.0,0.0,100.0,108.0,63.0,554.0,293.0,61.0,4.0,78.0,54.0,10.0,28.0,4.0,4.0,450.0,1060.0,596.0,117.0,18.0,200.0,74.0,1030.0,293.0,0.0,3.0,68.0,102.0,39.0,0.0,26.0,9.0,200.0,402.0,112.0,2465.0,1252.0,1213.0,100.0,4351.0,357.0,34.0,44.0,0.0,182.0,211.0,14.0,28.0
Stefano_Napolitano,42.0,18.0,12.0,100.0,280.0,35.0,58.0,22.0,14.0,14.0,0.0,0.0,18.0,48.0,265.0,159.0,114.0,0.0,76.0,75.0,72.0,482.0,203.0,146.0,10.0,22.0,146.0,44.0,50.0,18.0,6.0,397.0,1015.0,644.0,123.0,48.0,200.0,64.0,951.0,203.0,0.0,24.0,94.0,141.0,90.0,0.0,60.0,48.0,200.0,378.0,133.0,1312.0,653.0,659.0,186.0,3322.0,257.0,26.0,26.0,0.0,70.0,193.0,10.0,30.0
Evgeny_Donskoy,206.0,24.0,6.0,512.0,1022.0,35.0,240.0,140.0,77.0,49.0,35.0,0.0,105.0,138.0,935.0,561.0,432.0,21.0,288.0,297.0,156.0,1530.0,761.0,406.0,34.0,138.0,182.0,18.0,66.0,38.0,16.0,1361.0,3212.0,1676.0,399.0,44.0,620.0,196.0,3140.0,761.0,3.0,18.0,246.0,369.0,204.0,3.0,136.0,102.0,620.0,1242.0,259.0,5269.0,2628.0,2641.0,214.0,9841.0,938.0,76.0,100.0,30.0,413.0,700.0,34.0,96.0
Agustin_Velotti,30.0,24.0,12.0,220.0,406.0,70.0,158.0,60.0,7.0,7.0,7.0,7.0,15.0,39.0,320.0,192.0,123.0,0.0,82.0,60.0,39.0,584.0,274.0,106.0,12.0,110.0,72.0,12.0,34.0,0.0,0.0,489.0,1068.0,524.0,84.0,0.0,214.0,94.0,1130.0,274.0,3.0,0.0,86.0,129.0,57.0,0.0,38.0,24.0,214.0,444.0,84.0,2544.0,1297.0,1247.0,0.0,3939.0,412.0,42.0,40.0,0.0,168.0,169.0,10.0,28.0
Inigo_Cervantes_Huegun,52.0,22.0,10.0,124.0,203.0,25.0,64.0,34.0,0.0,0.0,0.0,0.0,24.0,24.0,270.0,162.0,114.0,6.0,76.0,66.0,45.0,458.0,247.0,114.0,4.0,62.0,68.0,18.0,38.0,14.0,8.0,360.0,884.0,508.0,93.0,22.0,174.0,70.0,850.0,247.0,0.0,21.0,66.0,99.0,42.0,3.0,28.0,27.0,174.0,336.0,133.0,1474.0,714.0,760.0,76.0,2794.0,206.0,20.0,26.0,11.0,126.0,182.0,12.0,26.0
Eduardo_Struvay,74.0,14.0,6.0,128.0,259.0,60.0,50.0,36.0,7.0,14.0,0.0,0.0,36.0,60.0,300.0,180.0,138.0,0.0,92.0,105.0,81.0,469.0,230.0,107.0,2.0,24.0,86.0,24.0,30.0,20.0,8.0,379.0,1084.0,563.0,153.0,20.0,222.0,80.0,910.0,230.0,0.0,21.0,102.0,153.0,75.0,0.0,50.0,48.0,222.0,360.0,140.0,1330.0,643.0,687.0,94.0,2863.0,242.0,28.0,20.0,0.0,91.0,230.0,20.0,24.0
Federico_Gaio,119.0,54.0,38.0,340.0,908.0,80.0,202.0,104.0,21.0,14.0,7.0,0.0,48.0,135.0,840.0,504.0,360.0,0.0,240.0,237.0,153.0,1542.0,731.0,426.0,18.0,198.0,332.0,56.0,120.0,68.0,34.0,1247.0,2880.0,1780.0,303.0,84.0,554.0,208.0,2935.0,731.0,3.0,18.0,218.0,327.0,159.0,0.0,106.0,66.0,554.0,1153.0,406.0,4671.0,2307.0,2364.0,436.0,10578.0,761.0,54.0,104.0,0.0,376.0,608.0,36.0,96.0
Steve_Johnson,331.0,80.0,56.0,756.0,1482.0,80.0,276.0,174.0,35.0,42.0,42.0,0.0,141.0,175.0,1383.0,829.0,625.0,18.0,418.0,400.0,190.0,2373.0,1065.0,548.0,58.0,274.0,358.0,56.0,190.0,62.0,34.0,1980.0,4583.0,2662.0,511.0,86.0,888.0,290.0,4677.0,1065.0,6.0,15.0,334.0,501.0,270.0,0.0,180.0,111.0,888.0,1852.0,441.0,8006.0,3993.0,4013.0,626.0,16400.0,1257.0,132.0,120.0,28.0,602.0,1106.0,66.0,154.0
Guillermo_Vilas,0.0,26.0,6.0,902.0,574.0,30.0,506.0,412.0,7.0,0.0,14.0,0.0,0.0,12.0,380.0,228.0,123.0,0.0,82.0,18.0,15.0,922.0,427.0,112.0,32.0,216.0,272.0,60.0,104.0,56.0,28.0,738.0,1362.0,823.0,33.0,4.0,252.0,116.0,1748.0,427.0,0.0,3.0,100.0,150.0,81.0,0.0,54.0,15.0,252.0,690.0,210.0,8289.0,4185.0,4104.0,112.0,15115.0,577.0,74.0,52.0,0.0,182.0,306.0,30.0,46.0
Jimmy_Connors,945.0,418.0,232.0,4266.0,7390.0,350.0,2144.0,1370.0,140.0,259.0,98.0,7.0,381.0,879.0,6833.0,4099.0,2709.0,9.0,1806.0,1527.0,975.0,12210.0,6209.0,3367.0,68.0,1052.0,3860.0,602.0,1408.0,734.0,344.0,9783.0,22092.0,14951.0,1974.0,632.0,4230.0,1674.0,23780.0,6209.0,24.0,96.0,1496.0,2244.0,1125.0,0.0,750.0,447.0,4230.0,9485.0,3148.0,46203.0,22732.0,23471.0,3940.0,104660.0,5672.0,574.0,596.0,15.0,994.0,5474.0,540.0,632.0
Pedja_Krstin,45.0,28.0,18.0,330.0,350.0,60.0,150.0,86.0,14.0,21.0,0.0,0.0,21.0,36.0,240.0,144.0,111.0,0.0,74.0,69.0,48.0,563.0,273.0,118.0,28.0,144.0,26.0,0.0,14.0,4.0,0.0,490.0,1097.0,502.0,102.0,0.0,220.0,90.0,1109.0,273.0,6.0,12.0,124.0,186.0,84.0,0.0,56.0,33.0,220.0,438.0,126.0,3109.0,1576.0,1533.0,0.0,4462.0,405.0,34.0,44.0,0.0,133.0,182.0,18.0,18.0
Fernando_Verdasco,620.0,262.0,152.0,2882.0,4716.0,275.0,1466.0,844.0,84.0,70.0,98.0,14.0,324.0,597.0,4698.0,2818.0,1989.0,21.0,1326.0,1197.0,708.0,8125.0,4024.0,2051.0,142.0,966.0,906.0,120.0,444.0,160.0,56.0,6881.0,15032.0,7996.0,1479.0,136.0,2888.0,1094.0,15624.0,4024.0,6.0,111.0,1008.0,1512.0,702.0,0.0,468.0,282.0,2888.0,6199.0,1594.0,29942.0,14712.0,15230.0,964.0,53702.0,4020.0,316.0,510.0,23.0,1904.0,3470.0,212.0,492.0
Todd_Martin,273.0,70.0,44.0,578.0,1433.0,105.0,310.0,176.0,84.0,56.0,35.0,7.0,114.0,189.0,1178.0,706.0,520.0,0.0,348.0,363.0,213.0,2242.0,1116.0,524.0,26.0,184.0,632.0,86.0,192.0,152.0,40.0,1922.0,4440.0,2913.0,501.0,142.0,870.0,318.0,4548.0,1116.0,3.0,24.0,398.0,597.0,306.0,0.0,204.0,138.0,870.0,1823.0,509.0,7053.0,3489.0,3564.0,828.0,16083.0,1254.0,108.0,132.0,0.0,154.0,1136.0,106.0,134.0
Miroslav_Mecir,80.0,100.0,56.0,594.0,1246.0,75.0,318.0,192.0,28.0,42.0,42.0,0.0,42.0,189.0,1340.0,804.0,510.0,0.0,340.0,321.0,201.0,2459.0,1304.0,590.0,2.0,126.0,688.0,110.0,298.0,110.0,32.0,1919.0,4375.0,2828.0,414.0,114.0,836.0,354.0,4825.0,1304.0,0.0,12.0,300.0,450.0,213.0,0.0,142.0,93.0,836.0,1932.0,896.0,7423.0,3573.0,3850.0,598.0,15847.0,962.0,126.0,70.0,0.0,77.0,1452.0,140.0,154.0
Gerald_Melzer,46.0,20.0,12.0,402.0,348.0,10.0,134.0,106.0,0.0,0.0,0.0,0.0,24.0,30.0,303.0,181.0,124.0,0.0,84.0,67.0,37.0,586.0,290.0,106.0,28.0,52.0,38.0,0.0,16.0,10.0,4.0,478.0,995.0,555.0,77.0,20.0,188.0,74.0,1081.0,290.0,0.0,7.0,66.0,97.0,43.0,0.0,30.0,10.0,188.0,426.0,147.0,3051.0,1518.0,1533.0,92.0,5069.0,290.0,30.0,34.0,0.0,140.0,240.0,20.0,32.0
Thomas_Muster,812.0,490.0,276.0,7900.0,9528.0,368.0,4202.0,2480.0,189.0,196.0,161.0,42.0,363.0,800.0,7656.0,4588.0,3019.0,0.0,2018.0,1430.0,839.0,14975.0,7149.0,3599.0,744.0,2096.0,3060.0,418.0,1304.0,566.0,254.0,12481.0,25400.0,15511.0,1817.0,416.0,4816.0,1908.0,29038.0,7149.0,3.0,39.0,1748.0,2618.0,1333.0,0.0,890.0,387.0,4816.0,11543.0,3332.0,78058.0,38885.0,39173.0,3098.0,144055.0,7941.0,868.0,782.0,0.0,1734.0,5854.0,422.0,898.0
